,start_time,end_time,content
1109,410.87,410.99,of
1110,410.99,411.47,time
1111,411.84,412.05,we
1112,412.05,412.58,have
1113,412.59,412.73,an
1114,412.73,413.25,opening
1115,413.64,413.78,I'm
1116,413.78,413.95,not
1117,413.95,414.34,elected
1118,414.34,414.47,for
1119,414.47,414.72,three
1120,414.72,414.98,years
1121,414.99,415.14,I'm
1122,415.14,415.57,elected
1123,415.57,415.72,for
1124,415.72,415.98,four
1125,415.98,416.41,years
1126,416.42,416.85,and
1127,416.91,417.31,100
1128,417.31,417.59,million
1129,417.59,418.09,people
1130,418.1,418.7,Joe
1131,418.71,418.91,the
1132,418.91,419.26,100
1133,419.26,419.56,million
1134,419.56,419.88,people
1135,419.88,420.0,is
1136,420.0,420.38,totally
1137,420.38,420.61,wrong
1138,420.61,420.64,I
1139,420.64,420.77,don't
1140,420.77,420.87,know
1141,420.87,421.0,where
1142,421.0,421.09,you
1143,421.09,421.31,got
1144,421.31,421.51,that
1145,421.52,422.16,number
1146,422.17,422.36,The
1147,422.36,422.64,bigger
1148,422.64,423.06,problem
1149,423.06,423.23,that
1150,423.23,423.4,you
1151,423.4,423.95,have
1152,423.96,424.37,is
1153,424.37,424.57,that
1154,424.57,424.75,you're
1155,424.75,425.03,going
1156,425.03,425.37,to
1157,425.38,426.15,extinguish
1158,426.15,427.14,180
1159,427.14,427.48,million
1160,427.48,427.89,people
1161,427.89,428.08,Were
1162,428.08,428.46,there
1163,428.54,428.93,private
1164,428.93,429.15,health
1165,429.15,429.39,care
1166,429.39,429.56,that
1167,429.56,429.69,they're
1168,429.69,430.1,very
1169,430.11,430.49,simply
1170,430.49,430.71,not
1171,430.71,431.12,true
1172,431.13,431.4,Well
1173,431.4,431.53,you
1174,431.53,431.75,said
1175,431.76,431.82,you
1176,431.82,431.91,were
1177,431.91,432.12,going
1178,432.12,432.23,to
1179,432.23,432.98,socialist
1180,432.99,433.35,going
1181,433.35,433.51,to
1182,433.51,434.23,socialist
1183,434.24,434.71,We're
1184,434.71,435.26,not
1185,435.24,435.69,Gentlemen
1186,435.69,435.79,We're
1187,435.79,436.01,now
1188,436.01,436.1,in
1189,436.1,436.19,the
1190,436.2,436.52,open
1191,436.52,437.04,discussion
1192,437.05,437.65,discussion
1193,437.65,438.13,discussion
1194,438.13,438.36,Yes
1195,438.36,438.44,I
1196,438.44,438.97,agree
1197,438.98,439.35,Ahead
1198,439.35,439.6,Vice
1199,439.6,439.82,prez
1200,439.82,440.07,number
1201,440.07,440.5,one
1202,440.51,441.24,Uh
1203,441.25,441.69,he
1204,441.7,441.87,he
1205,441.87,442.29,knows
1206,442.29,442.74,that
1207,442.75,443.0,what
1208,443.0,443.11,I
1209,443.11,443.76,proposed
1210,444.14,444.27,What
1211,444.27,444.37,I
1212,444.37,444.94,propose
1213,444.94,445.25,is
1214,445.25,446.03,that
1215,446.04,446.29,we
1216,446.29,446.88,expand
1217,446.88,447.65,obamacare
1218,448.04,448.5,and
1219,448.5,448.72,we
1220,448.72,449.12,increase
1221,449.12,449.24,it
1222,449.25,449.41,We
1223,449.41,449.56,do
1224,449.56,449.93,not
1225,449.94,450.38,wipe
1226,450.39,450.68,any
1227,450.68,451.07,And
1228,451.08,451.37,one
1229,451.37,451.43,of
1230,451.43,451.52,the
1231,451.52,451.74,big
1232,451.74,452.16,debates
1233,452.16,452.29,we
1234,452.29,452.55,had
1235,452.55,452.7,with
1236,452.71,453.77,23
1237,453.78,454.07,of
1238,454.07,454.23,my
1239,454.23,454.78,colleagues
1240,454.78,455.09,trying
1241,455.09,455.2,to
1242,455.2,455.47,win
1243,455.47,455.56,the
1244,455.56,456.19,nomination
1245,456.19,456.34,that
1246,456.34,456.42,I
1247,456.42,456.93,won
1248,456.94,457.3,were
1249,457.3,457.61,saying
1250,457.61,457.76,that
1251,457.76,458.24,Biden
1252,458.24,458.54,wanted
1253,458.54,458.6,to
1254,458.61,459.28,allow
1255,459.28,459.62,people
1256,459.62,459.68,to
1257,459.68,459.82,have
1258,459.82,460.26,private
1259,460.26,460.74,insurance
1260,460.74,461.15,Still
1261,461.54,461.72,they
1262,461.72,462.44,can
1263,462.45,462.65,They
1264,462.65,463.13,do
1265,463.14,463.34,They
1266,463.34,463.7,will
1267,463.71,463.91,under
1268,463.91,464.08,my
1269,464.08,464.62,proposal
1270,464.62,464.78,That
1271,464.78,464.94,what
1272,464.94,465.06,you
1273,465.06,465.61,said
1274,465.62,466.03,What
1275,466.03,466.18,that
1276,466.18,466.51,party
1277,466.51,466.63,has
1278,466.63,466.97,said
1279,466.97,467.12,It's
1280,467.12,467.59,simply
1281,467.59,467.9,party
1282,467.9,468.28,Doesn't
1283,468.28,468.52,said
1284,468.52,468.67,your
1285,468.67,469.02,party
1286,469.02,469.29,wants
1287,469.29,469.4,to
1288,469.4,469.6,go
1289,469.6,470.67,socialist
1290,470.68,471.43,Party
1291,471.43,471.71,is
1292,471.72,472.49,socialist
1293,472.49,472.7,right
1294,472.7,473.18,now
1295,473.19,473.39,I
1296,473.39,473.69,am
1297,473.69,473.8,And
1298,473.8,473.93,they're
1299,473.93,474.06,going
1300,474.06,474.13,to
1301,474.13,474.69,dominate
1302,474.69,474.83,you
1303,474.83,475.04,Joe
1304,475.04,475.18,You
1305,475.18,475.36,know
1306,475.36,475.63,that
1307,475.64,475.84,I
1308,475.84,476.07,am
1309,476.07,476.18,the
1310,476.18,476.82,Democratic
1311,476.82,477.18,Party
1312,477.18,477.41,right
1313,477.41,478.0,now
1314,478.01,478.22,the
1315,478.22,478.8,platform
1316,478.8,478.88,of
1317,478.88,478.95,the
1318,478.95,479.59,Democratic
1319,479.6,479.91,Party
1320,479.92,480.21,is
1321,480.21,480.51,what
1322,480.51,481.07,I
1323,481.14,481.33,in
1324,481.33,481.86,fact
1325,482.04,482.57,approved
1326,482.57,482.92,off
1327,482.93,483.2,what
1328,483.21,483.46,I
1329,483.46,483.93,approved
1330,483.93,484.41,off
1331,484.42,484.61,Now
1332,484.61,484.86,here's
1333,484.86,484.95,the
1334,484.95,485.58,deal
1335,485.59,485.74,The
1336,485.74,486.02,deal
1337,486.02,486.24,is
1338,486.24,486.81,that
1339,486.82,487.06,is
1340,487.06,487.3,gonna
1341,487.3,487.59,wipe
1342,487.59,488.03,out
1343,488.04,488.24,pre
1344,488.24,488.67,existing
1345,488.67,488.98,condition
1346,488.98,489.15,By
1347,489.15,489.24,the
1348,489.24,489.57,way
1349,489.94,490.1,the
1350,490.11,491.58,2200
1351,491.59,492.01,million
1352,492.02,492.87,"200,000"
1353,492.87,493.15,people
1354,493.15,493.28,that
1355,493.28,493.42,have
1356,493.42,493.83,died
1357,493.83,493.95,on
1358,493.95,494.12,his
1359,494.12,495.0,watch
1360,495.01,495.43,there
1361,495.44,495.83,How
1362,495.83,496.04,many
1363,496.04,496.11,of
1364,496.11,496.52,those
1365,496.53,497.13,have
1366,497.13,497.77,survived
1367,498.14,498.31,or
1368,498.31,498.47,there's
1369,498.47,498.88,seven
1370,498.88,499.25,million
1371,499.25,499.59,people
1372,499.59,499.72,that's
1373,499.72,500.27,contracted
1374,500.27,500.75,covert
1375,501.14,501.3,What
1376,501.3,501.44,does
1377,501.44,501.55,it
1378,501.55,501.78,mean
1379,501.78,501.96,for
1380,501.96,502.34,them
1381,502.34,502.64,going
1382,502.64,503.06,forward
1383,503.06,503.17,If
1384,503.17,503.26,you
1385,503.26,503.62,strike
1386,503.62,504.24,down
1387,504.25,504.44,the
1388,504.44,504.88,affordable
1389,504.88,505.21,Care
1390,505.21,505.54,act
1391,505.55,505.97,You've
1392,505.97,506.19,had
1393,506.19,507.76,"308,000"
1394,507.77,508.55,military
1395,508.55,508.9,people
1396,508.9,509.21,dying
1397,509.21,509.54,because
1398,509.54,509.65,you
1399,509.65,509.93,couldn't
1400,509.93,510.32,provide
1401,510.32,510.44,them
1402,510.44,510.88,proper
1403,510.88,511.15,health
1404,511.15,511.42,care
1405,511.42,511.51,in
1406,511.51,511.59,the
1407,511.59,512.17,military
1408,512.17,512.32,So
1409,512.32,512.51,don't
1410,512.51,512.69,tell
1411,512.69,512.82,me
1412,512.82,512.92,I'm
1413,512.93,513.3,happy
1414,513.3,513.41,to
1415,513.41,513.73,talk
1416,513.73,514.03,about
1417,514.04,514.15,And
1418,514.15,514.26,if
1419,514.26,514.44,you
1420,514.44,514.79,were
1421,514.8,515.18,here
1422,515.18,515.44,you
1423,515.45,515.7,would
1424,515.7,515.83,be
1425,515.83,516.51,200
1426,516.51,516.62,It
1427,516.62,516.75,would
1428,516.76,516.89,be
1429,516.89,517.11,two
1430,517.11,517.52,million
1431,517.52,517.95,people
1432,517.96,518.48,because
1433,518.48,518.59,you
1434,518.59,518.72,were
1435,518.72,519.0,very
1436,519.0,519.26,late
1437,519.26,519.37,on
1438,519.37,519.46,the
1439,519.46,519.95,draw
1440,519.94,520.22,You
1441,520.22,520.42,didn't
1442,520.42,520.59,want
1443,520.59,520.69,me
1444,520.69,520.76,to
1445,520.76,521.09,Japan
1446,521.09,521.65,China
1447,521.74,522.06,which
1448,522.06,522.23,was
1449,522.23,522.58,heavily
1450,522.58,523.21,infected
1451,523.22,523.53,You
1452,523.53,523.69,didn't
1453,523.69,523.86,want
1454,523.86,523.96,me
1455,523.96,524.06,to
1456,524.06,524.55,ban
1457,524.56,524.81,All
1458,524.81,525.0,right
1459,525.01,525.79,you're
1460,525.8,526.47,which
1461,526.47,526.66,was
1462,526.66,527.09,heavily
1463,527.1,527.54,President
1464,527.54,527.66,You
1465,527.66,527.78,would
1466,527.78,527.87,have
1467,527.87,528.01,been
1468,528.01,528.35,much
1469,528.35,528.68,later
1470,528.68,529.08,Just
1471,529.09,529.47,presents
1472,529.47,529.96,later
1473,529.97,530.68,Talking
1474,530.68,530.9,about
1475,530.9,531.03,two
1476,531.03,531.37,million
1477,531.37,531.9,people
1478,531.91,532.39,President
1479,532.39,532.58,A
1480,532.59,533.47,moderator
1481,534.04,534.67,We're
1482,534.67,534.84,gonna
1483,534.84,535.04,talk
1484,535.04,535.25,about
1485,535.25,535.54,covert
1486,535.54,535.63,in
1487,535.63,535.71,the
1488,535.71,535.97,next
1489,535.97,536.42,segment
1490,536.43,536.8,but
1491,536.81,537.03,well
1492,537.03,537.41,ahead
1493,537.42,537.66,let
1494,537.66,538.02,me
1495,538.03,538.65,finish
1496,538.66,538.77,The
1497,538.77,539.15,point
1498,539.16,539.49,is
1499,539.49,539.88,that
1500,539.89,540.08,the
1501,540.08,540.56,president
1502,540.56,541.29,also
1503,541.3,541.59,is
1504,541.59,542.17,opposed
1505,542.17,542.46,to
1506,542.47,542.65,Roe
1507,542.65,542.81,v
1508,542.81,543.49,Wade
1509,543.5,544.01,That's
1510,544.01,544.15,on
1511,544.15,544.24,the
1512,544.24,544.61,ballot
1513,544.61,544.73,as
1514,544.73,545.14,well
1515,545.15,545.29,And
1516,545.29,545.37,the
1517,545.37,545.9,court
1518,545.91,546.06,in
1519,546.06,546.15,the
1520,546.15,546.55,court
1521,547.04,547.26,And
1522,547.26,547.46,so
1523,547.46,547.77,that's
1524,547.78,548.2,also
1525,548.2,548.28,a
1526,548.28,548.73,stake
1527,548.74,549.01,right
1528,549.01,549.35,now
1529,549.74,549.88,And
1530,549.88,550.09,so
1531,550.09,550.22,the
1532,550.22,550.66,election
1533,550.66,550.8,is
1534,550.8,551.21,all
1535,551.22,551.45,you
1536,551.45,551.56,know
1537,551.56,551.72,it's
1538,551.72,551.82,on
1539,551.82,551.92,the
1540,551.92,552.47,ballot
1541,552.48,552.94,Why
1542,552.94,553.09,is
1543,553.09,553.2,it
1544,553.2,553.3,in
1545,553.3,553.38,the
1546,553.38,553.91,ballot
1547,553.92,554.86,Because
1548,554.87,555.59,because
1549,555.6,556.06,that's
1550,556.06,556.24,not
1551,556.24,556.32,on
1552,556.32,556.41,the
1553,556.41,557.03,ballot
1554,557.04,557.33,It's
1555,557.33,557.57,on
1556,557.57,557.67,the
1557,557.67,558.02,ballot
1558,558.02,558.08,in
1559,558.08,558.17,the
1560,558.17,558.75,courts
1561,558.75,558.96,in
1562,558.96,559.05,the
1563,559.05,559.61,court
1564,559.62,559.98,There's
1565,559.98,560.37,nothing
1566,560.37,560.86,happening
1567,560.86,561.26,there
1568,561.64,562.06,Donald
1569,562.07,562.41,You
1570,562.41,562.65,don't
1571,562.65,562.95,know
1572,562.96,563.41,her
1573,563.42,564.04,view
1574,564.05,564.57,on
1575,564.58,565.02,Roe
1576,565.02,565.27,v
1577,565.27,565.6,Wade
1578,565.61,565.77,I
1579,565.78,566.08,don't
1580,566.08,566.74,review
1581,566.75,566.96,well
1582,566.96,567.06,all
1583,567.06,567.31,right
1584,567.32,567.55,let's
1585,567.56,567.99,All
1586,567.99,568.16,right
1587,568.16,568.33,let's
1588,568.33,569.05,talk
1589,570.14,570.34,We
1590,570.34,570.46,got
1591,570.46,570.5,a
1592,570.5,570.7,lot
1593,570.7,570.83,to
1594,570.83,571.23,unpack
1595,571.23,571.35,here
1596,571.35,571.7,gentlemen
1597,571.7,571.8,We've
1598,571.8,571.9,got
1599,571.9,571.94,a
1600,571.94,572.11,lot
1601,572.11,572.21,of
1602,572.21,572.58,times
1603,572.58,573.5,so
1604,573.51,574.56,on
1605,574.56,574.87,health
1606,574.87,575.28,care
1607,575.29,575.68,on
1608,575.68,575.78,But
1609,575.78,575.91,then
1610,575.91,576.02,we'll
1611,576.02,576.2,come
1612,576.2,576.41,back
1613,576.41,576.53,to
1614,576.53,576.7,Roe
1615,576.7,576.93,v
1616,576.93,577.36,Wade
1617,577.36,577.82,Alright
1618,577.83,578.14,Mr
1619,578.14,578.64,President
1620,578.64,578.93,The
1621,578.94,579.33,Supreme
1622,579.33,579.57,Court
1623,579.57,579.87,will
1624,579.87,580.37,hear
1625,580.74,580.86,a
1626,580.86,581.39,case
1627,581.51,581.64,a
1628,581.64,582.11,week
1629,582.12,582.53,after
1630,582.53,582.7,the
1631,582.7,583.42,election
1632,583.64,583.87,in
1633,583.87,584.08,which
1634,584.08,584.19,the
1635,584.19,584.47,Trump
1636,584.47,585.27,administration
1637,585.27,585.61,along
1638,585.61,585.8,with
1639,585.81,586.31,18
1640,586.31,586.6,state
1641,586.6,587.04,attorneys
1642,587.04,587.64,general
1643,587.65,588.04,are
1644,588.04,588.5,seeking
1645,588.5,588.67,toe
1646,588.68,589.66,overturn
1647,589.98,590.6,Obama
1648,590.6,590.84,Care
1649,590.84,590.93,to
1650,590.93,591.25,end
1651,591.25,591.63,Obama
1652,591.63,591.83,care
1653,591.83,592.01,You
1654,592.01,592.13,have
1655,592.13,592.4,spent
1656,592.4,592.49,the
1657,592.49,592.77,last
1658,592.77,593.32,because
1659,593.32,593.44,they
1660,593.44,593.68,want
1661,593.68,593.74,to
1662,593.74,594.04,give
1663,594.05,594.11,it
1664,594.11,594.23,would
1665,594.23,594.44,help
1666,594.45,594.8,if
1667,594.8,594.87,I
1668,594.87,595.1,may
1669,595.1,595.55,ask
1670,595.56,595.8,that
1671,595.8,596.23,question
1672,596.23,596.56,sir
1673,596.78,597.04,Good
1674,597.04,597.29,health
1675,597.29,597.66,care
1676,597.74,598.47,Over
1677,598.48,598.98,the
1678,598.99,599.28,last
1679,599.28,599.48,four
1680,599.48,599.84,years
1681,599.84,600.01,you
1682,600.01,600.17,have
1683,600.17,600.95,promised
1684,601.14,601.32,to
1685,601.32,601.87,repeal
1686,601.87,602.03,and
1687,602.03,602.48,replace
1688,602.48,602.91,Obama
1689,602.91,603.27,care
1690,603.27,603.46,But
1691,603.47,603.65,you
1692,603.65,603.84,have
1693,603.84,604.23,never
1694,604.23,604.32,in
1695,604.32,604.53,these
1696,604.53,604.78,four
1697,604.78,605.26,years
1698,605.5,605.75,come
1699,605.75,605.91,up
1700,605.91,606.04,with
1701,606.04,606.11,a
1702,606.11,606.75,plan
1703,607.24,607.41,A
1704,607.41,608.22,comprehensive
1705,608.22,608.59,plan
1706,608.59,608.72,to
1707,608.72,609.36,replace
1708,609.37,609.99,Obama
1709,609.99,610.68,care
1710,610.86,611.26,have
1711,611.64,612.1,Well
1712,612.11,612.26,I
1713,612.26,612.51,got
1714,612.51,612.67,rid
1715,612.67,612.75,of
1716,612.75,612.89,the
1717,612.89,613.47,individual
1718,613.47,613.92,mandate
1719,613.93,614.5,Excuse
1720,614.5,614.8,me
1721,614.81,614.96,I
1722,614.96,615.22,got
1723,615.22,615.36,rid
1724,615.36,615.43,of
1725,615.43,615.55,the
1726,615.55,616.11,individual
1727,616.11,616.6,mandate
1728,616.6,616.8,which
1729,616.8,616.95,was
1730,616.95,617.06,a
1731,617.07,617.27,big
1732,617.28,617.58,joke
1733,617.58,617.78,about
1734,617.78,618.06,because
1735,618.07,618.53,that
1736,618.54,618.81,is
1737,618.82,619.57,absolutely
1738,619.57,619.63,a
1739,619.63,619.89,big
1740,619.89,620.12,thing
1741,620.12,620.24,That
1742,620.24,620.38,was
1743,620.38,620.49,the
1744,620.49,620.8,worst
1745,620.8,621.03,part
1746,621.03,621.12,of
1747,621.12,622.05,Obamacare
1748,622.14,622.48,Chris
1749,622.48,622.63,That
1750,622.63,622.78,was
1751,622.78,622.9,the
1752,622.9,623.22,worst
1753,623.22,623.44,part
1754,623.44,623.53,of
1755,623.53,624.06,Obama
1756,624.07,624.62,Well
1757,624.62,624.97,I'll
1758,624.97,625.25,ask
1759,625.25,626.15,Joe
1760,626.16,627.04,Individual
1761,627.04,627.52,mandate
1762,627.52,627.69,was
1763,627.69,627.78,the
1764,627.78,628.07,most
1765,628.08,628.83,unpopular
1766,628.83,629.51,aspect
1767,629.51,629.61,of
1768,629.61,630.2,Obamacare
1769,630.2,630.27,I
1770,630.27,630.5,got
1771,630.5,630.67,rid
1772,630.67,630.77,of
1773,630.77,630.94,it
1774,630.94,631.16,like
1775,631.16,631.31,and
1776,631.31,631.44,we
1777,631.44,631.62,will
1778,631.62,632.05,protect
1779,632.06,632.43,people
1780,632.43,632.73,that
1781,632.74,632.83,the
1782,632.83,633.42,moderator
1783,633.42,633.51,of
1784,633.51,633.67,this
1785,633.67,634.17,debate
1786,634.34,634.58,and
1787,634.58,634.62,I
1788,634.62,634.78,would
1789,634.78,635.06,like
1790,635.06,635.21,you
1791,635.21,635.36,to
1792,635.36,635.57,let
1793,635.57,635.79,me
1794,635.79,636.13,ask
1795,636.13,636.28,my
1796,636.28,636.83,question
1797,636.83,637.0,And
1798,637.0,637.16,then
1799,637.16,637.27,you
1800,637.27,637.42,can
1801,637.42,637.73,answer
1802,637.73,638.05,your
1803,638.06,638.45,trip
1804,638.94,639.38,You
1805,639.39,639.55,in
1806,639.55,639.63,the
1807,639.63,639.96,course
1808,639.96,640.04,of
1809,640.04,640.24,these
1810,640.24,640.44,four
1811,640.44,640.66,years
1812,640.66,640.79,have
1813,640.79,641.04,never
1814,641.04,641.26,come
1815,641.26,641.42,up
1816,641.42,641.54,with
1817,641.54,641.59,a
1818,641.59,642.39,comprehensive
1819,642.39,642.99,plan
1820,643.35,643.65,to
1821,643.66,644.37,replace
1822,645.14,645.64,Obama
1823,645.64,646.1,care
1824,646.11,646.71,And
1825,646.78,647.2,just
1826,647.2,647.41,this
1827,647.41,647.75,Last
1828,647.75,648.58,Thursday
1829,648.74,649.51,you
1830,649.52,650.09,signed
1831,650.1,650.43,a
1832,650.44,651.03,largely
1833,651.03,651.69,symbolic
1834,651.69,652.25,executive
1835,652.25,652.8,order
1836,652.81,652.95,to
1837,652.95,653.4,protect
1838,653.41,654.0,people
1839,654.1,654.72,with
1840,654.72,655.43,preexisting
1841,655.43,656.25,conditions
1842,656.36,656.74,five
1843,656.74,657.08,days
1844,657.08,657.44,before
1845,657.44,657.62,this
1846,657.62,658.14,debate
1847,658.18,658.41,So
1848,658.41,658.55,my
1849,658.55,659.03,question
1850,659.03,659.28,sir
1851,659.28,659.44,is
1852,659.44,659.78,What
1853,659.79,660.26,is
1854,660.27,660.41,the
1855,660.41,660.9,Trump
1856,660.91,661.48,Healthcare
1857,661.48,661.88,plan
1858,661.93,662.36,Well
1859,662.34,662.7,first
1860,662.7,662.76,of
1861,662.76,662.82,all
1862,662.82,662.87,I
1863,662.87,663.09,guess
1864,663.09,663.21,I'm
1865,663.21,663.62,debating
1866,663.62,663.77,you
1867,663.77,663.98,not
1868,663.98,664.26,him
1869,664.26,664.52,But
1870,664.53,664.78,that's
1871,664.78,665.09,okay
1872,665.09,665.18,I'm
1873,665.18,665.36,not
1874,665.36,665.84,surprised
1875,665.84,665.95,Let
1876,665.95,666.05,me
1877,666.05,666.26,just
1878,666.26,666.42,tell
1879,666.42,666.54,you
1880,666.54,667.01,something
1881,667.02,667.26,that
1882,667.24,667.91,there's
1883,667.91,668.24,nothing
1884,668.24,668.86,symbolic
1885,669.24,669.45,I'm
1886,669.45,669.77,cutting
1887,669.77,670.05,drug
1888,670.05,670.56,prices
1889,670.56,670.66,I'm
1890,670.66,670.97,going
1891,670.97,671.15,with
1892,671.15,671.51,favorite
1893,671.51,671.97,nations
1894,671.97,672.22,which
1895,672.22,672.43,no
1896,672.43,673.03,president
1897,673.03,673.21,has
1898,673.21,673.31,a
1899,673.31,673.82,courage
1900,673.82,673.94,to
1901,673.94,674.15,do
1902,674.15,674.45,because
1903,674.45,674.55,you're
1904,674.55,674.78,going
1905,674.78,675.13,against
1906,675.13,675.31,big
1907,675.31,675.75,pharma
1908,676.24,676.69,Drug
1909,676.69,677.15,prices
1910,677.15,677.29,will
1911,677.29,677.4,be
1912,677.4,677.73,coming
1913,677.73,678.0,down
1914,678.01,678.39,80
1915,678.39,678.47,or
1916,678.47,679.37,90%
1917,679.38,679.73,You
1918,679.73,679.88,could
1919,679.88,679.98,have
1920,679.98,680.16,done
1921,680.16,680.25,it
1922,680.25,680.49,during
1923,680.49,680.6,your
